Date,SPY_Close,SPX_Close,Daily_Return,Drawdown
2020-01-02,299.4064636230469,3257.85009765625,,0.0
2020-01-03,297.13934326171875,3234.85009765625,-0.007572048825847721,-0.007572048825847769
2020-01-06,298.27294921875,3246.280029296875,0.0038150651629891286,-0.003785871522546591
2020-01-07,297.4342041015625,3237.179931640625,-0.0028120053105197274,-0.006587230942239952
2020-01-08,299.0194396972656,3253.050048828125,0.005329701741908055,-0.0012926371765591327
2020-01-09,301.04693603515625,3274.699951171875,0.006780483369052126,0.0
2020-01-10,300.1805725097656,3265.35009765625,-0.002877835386072336,-0.002877835386072327
2020-01-13,302.2451171875,3288.1298828125,0.006877675861808763,0.0
2020-01-14,301.7842102050781,3283.14990234375,-0.0015249443455390699,-0.001524944345539081
2020-01-15,302.4662170410156,3289.2900390625,0.002259915571706239,0.0
2020-01-16,304.98223876953125,3316.81005859375,0.008318356189096043,0.0
2020-01-17,305.9315185546875,3329.6201171875,0.0031125739944273256,0.0
2020-01-21,305.33245849609375,3320.7900390625,-0.0019581508352715105,-0.0019581508352715334
2020-01-22,305.3692932128906,3321.75,0.00012063806441764413,-0.0018377489983804108
2020-01-23,305.7195129394531,3325.5400390625,0.001146872767977758,-0.0006929838946832065
2020-01-24,303.0007629394531,3295.469970703125,-0.008892955421325843,-0.009579776641125916
2020-01-27,298.1437683105469,3243.6298828125,-0.01602964488203873,-0.025455861105558197
2020-01-28,301.26806640625,3276.239990234375,0.010479166186860844,-0.015243451117652245
2020-01-29,301.01922607421875,3273.39990234375,-0.0008259764634187539,-0.016056836849226576
2020-01-30,301.99615478515625,3283.659912109375,0.003245403038464545,-0.01286354471786069
2020-01-31,296.51251220703125,3225.52001953125,-0.01815798807778246,-0.03078795670401817
2020-02-03,298.7152099609375,3248.919921875,0.007428683995528207,-0.02358798670971207
2020-02-04,303.2680358886719,3297.590087890625,0.015241359582358616,-0.008706140114620155
2020-02-05,306.77020263671875,3334.68994140625,0.011548090578634262,0.0
2020-02-06,307.8023681640625,3345.780029296875,0.0033646212000779663,0.0
2020-02-07,306.16192626953125,3327.7099609375,-0.005329529802892474,-0.005329529802892465
2020-02-10,308.447509765625,3352.090087890625,0.007465276704855972,0.0
2020-02-11,308.98211669921875,3357.75,0.001733218510987511,0.0
2020-02-12,310.9727478027344,3379.449951171875,0.006442544716765752,0.0
2020-02-13,310.64093017578125,3373.93994140625,-0.0010670312086755729,-0.0010670312086756026
2020-02-14,311.1387023925781,3380.159912109375,0.0016024038317010714,0.0
2020-02-18,310.33685302734375,3370.2900390625,-0.0025771444023785506,-0.002577144402378604
2020-02-19,311.8206787109375,3386.14990234375,0.004781338951913128,0.0
2020-02-20,310.5396423339844,3373.22998046875,-0.00410824702918644,-0.004108247029186493
2020-02-21,307.34161376953125,3337.75,-0.010298294093524007,-0.014364233186595078
2020-02-24,297.14849853515625,3225.889892578125,-0.03316542497892461,-0.04705326226738985
2020-02-25,288.14422607421875,3128.2099609375,-0.0303022647104918,-0.07592970656916305
2020-02-26,287.0843811035156,3116.389892578125,-0.003678175284449914,-0.07932859908355468
2020-02-27,274.1909484863281,2978.760009765625,-0.044911647814579125,-0.12067746879446922
2020-02-28,273.0389404296875,2954.219970703125,-0.00420148098615325,-0.12437192569002539
2020-03-02,284.8633728027344,3090.22998046875,0.04330676186495053,-0.08645130919361815
2020-03-03,276.7068176269531,3003.3701171875,-0.02863321842864508,-0.11260914840268005
2020-03-04,288.3377990722656,3130.1201171875,0.04203359189000189,-0.07530892349971716
2020-03-05,278.7529602050781,3023.93994140625,-0.03324170087316669,-0.10604722766482608
2020-03-06,274.14483642578125,2972.3701171875,-0.016531210200984692,-0.12082534885405187
2020-03-09,252.73568725585938,2746.56005859375,-0.0780943002576594,-0.18948387803956648
2020-03-10,265.8134765625,2882.22998046875,0.05174492549364906,-0.1475437816973225
2020-03-11,252.8554229736328,2741.3798828125,-0.048748670520549764,-0.18909988901655356
2020-03-12,228.6629180908203,2480.639892578125,-0.09567722376013754,-0.26668456038223715
2020-03-13,248.21051025390625,2711.02001953125,0.0854864983194259,-0.2039959912857442
2020-03-16,221.05035400390625,2386.1298828125,-0.1094238766207627,-0.2910978357249255
2020-03-17,232.9853515625,2529.18994140625,0.053992211921012556,-0.2528226398401212
2020-03-18,221.18858337402344,2398.10009765625,-0.050633089631439754,-0.2906545380876789
2020-03-19,221.65863037109375,2409.389892578125,0.002125096105324298,-0.2891471108092396
2020-03-20,212.1064453125,2304.919921875,-0.04309412650706079,-0.3197806951439359
2020-03-23,206.68324279785156,2237.39990234375,-0.02556830607697158,-0.33717275052996065
2020-03-24,225.40943908691406,2447.330078125,0.0906033601736056,-0.2771183745133464
2020-03-25,228.7838897705078,2475.56005859375,0.01497031667024662,-0.26629660766470864
2020-03-26,242.14247131347656,2630.070068359375,0.05838952015532506,-0.2234560186499167
2020-03-27,234.9301300048828,2541.469970703125,-0.029785527790606725,-0.24658579098704803
2020-03-30,242.5596466064453,2626.64990234375,0.032475683733729444,-0.2221181494146455
2020-03-31,238.94419860839844,2584.590087890625,-0.014905397697552614,-0.23371278775932838
2020-04-01,228.19056701660156,2470.5,-0.04500478209734993,-0.26819937677020556
2020-04-02,233.45616149902344,2526.89990234375,0.02307542573413568,-0.2513127658366723
2020-04-03,230.08172607421875,2488.64990234375,-0.014454257292407346,-0.2621344837508099
2020-04-06,245.5354461669922,2663.679931640625,0.06716622113565185,-0.21257484531804488
2020-04-07,245.7857666015625,2659.409912109375,0.0010194879740501595,-0.21177207484238197
2020-04-08,254.03640747070312,2749.97998046875,0.033568424173705536,-0.18531250550513126
2020-04-09,257.9021911621094,2789.820068359375,0.015217439617791984,-0.1729150477502853
2020-04-13,255.5474395751953,2761.6298828125,-0.0091304055087843,-0.18046666875453868
2020-04-14,263.0843200683594,2846.06005859375,0.029493077706796322,-0.15629610853280668
2020-04-15,257.4942321777344,2783.360107421875,-0.02124827465647694,-0.17422336054744003
2020-04-16,258.73638916015625,2799.550048828125,0.0048240186660355455,-0.1702397986247448
2020-04-17,265.7264099121094,2874.56005859375,0.027015994057280945,-0.14782300195542264
2020-04-20,261.0447692871094,2823.159912109375,-0.01761827372201541,-0.16283688956657735
2020-04-21,253.11863708496094,2736.56005859375,-0.03036311443356643,-0.18825576888822773
2020-04-22,258.73638916015625,2799.31005859375,0.022194146349285626,-0.1702397986247448
2020-04-23,258.7179260253906,2797.800048828125,-7.135886384423973e-05,-0.1702990093699781
2020-04-24,262.3240966796875,2836.739990234375,0.013938619212427339,-0.15873412320141245
2020-04-27,266.1064147949219,2878.47998046875,0.014418492860962084,-0.14660433716262108
